1707317697.860098 server started (49944): version 3.3a, socket /tmp/tmux-1000/default, protocol 8
1707317697.860112 on Linux 6.1.74 #1-NixOS SMP PREEMPT_DYNAMIC Sat Jan 20 10:50:11 UTC 2024
1707317697.860122 using libevent 2.1.12-stable (poll); utf8proc 2.9.0; ncurses 6.4
1707317697.860158 input_key_build: 0x10e003 (PasteStart) is \033[200~
1707317697.860682 input_key_build: 0x850000010e1a4 (M-S-End[I]) is \033[1;4F
1707317697.860684 input_key_build: 0x850000010e1a5 (M-S-NPage[I]) is \033[6;4~
1707317697.860687 input_key_build: 0x850000010e1a6 (M-S-PPage[I]) is \033[5;4~
1707317697.860689 input_key_build: 0x850000010e1a8 (M-S-Up[I]) is \033[1;4A
1707317697.860692 input_key_build: 0x850000010e1a9 (M-S-Down[I]) is \033[1;4B
1707317697.860695 input_key_build: 0x850000010e1aa (M-S-Left[I]) is \033[1;4D
1707317697.860698 input_key_build: 0x850000010e1ab (M-S-Right[I]) is \033[1;4C
1707317697.860700 input_key_build: 0x870000010e195 (C-M-S-F1[I]) is \033[1;8P
1707317697.860703 input_key_build: 0x870000010e196 (C-M-S-F2[I]) is \033[1;8Q
1707317697.860706 input_key_build: 0x870000010e197 (C-M-S-F3[I]) is \033[1;8R
1707317697.860709 input_key_build: 0x870000010e198 (C-M-S-F4[I]) is \033[1;8S
1707317697.860711 input_key_build: 0x870000010e199 (C-M-S-F5[I]) is \033[15;8~
1707317697.860714 input_key_build: 0x870000010e19a (C-M-S-F6[I]) is \033[17;8~
1707317697.860717 input_key_build: 0x870000010e19b (C-M-S-F7[I]) is \033[18;8~
1707317697.860720 input_key_build: 0x870000010e19c (C-M-S-F8[I]) is \033[19;8~
1707317697.860722 input_key_build: 0x870000010e19d (C-M-S-F9[I]) is \033[20;8~
1707317697.860726 input_key_build: 0x870000010e19e (C-M-S-F10[I]) is \033[21;8~
1707317697.860728 input_key_build: 0x870000010e19f (C-M-S-F11[I]) is \033[23;8~
1707317697.860731 input_key_build: 0x870000010e1a0 (C-M-S-F12[I]) is \033[24;8~
1707317697.860734 input_key_build: 0x870000010e1a1 (C-M-S-IC[I]) is \033[2;8~
1707317697.860737 input_key_build: 0x870000010e1a2 (C-M-S-DC[I]) is \033[3;8~
1707317697.860739 input_key_build: 0x870000010e1a3 (C-M-S-Home[I]) is \033[1;8H
1707317697.860742 input_key_build: 0x870000010e1a4 (C-M-S-End[I]) is \033[1;8F
1707317697.860745 input_key_build: 0x870000010e1a5 (C-M-S-NPage[I]) is \033[6;8~
1707317697.860747 input_key_build: 0x870000010e1a6 (C-M-S-PPage[I]) is \033[5;8~
1707317697.860749 input_key_build: 0x870000010e1a8 (C-M-S-Up[I]) is \033[1;8A
1707317697.860752 input_key_build: 0x870000010e1a9 (C-M-S-Down[I]) is \033[1;8B
1707317697.860755 input_key_build: 0x870000010e1aa (C-M-S-Left[I]) is \033[1;8D
1707317697.860757 input_key_build: 0x870000010e1ab (C-M-S-Right[I]) is \033[1;8C
1707317697.860765 yylex_token: bind
1707317697.860769 yylex_token: -N
1707317697.860772 yylex_token: Send the prefix key
1707317697.860774 yylex_token: C-b
1707317697.860777 yylex_token: send-prefix
1707317697.860781 cmd_parse_build_commands 0:0: bind
1707317697.860784 cmd_parse_build_commands 0:1: -N
1707317697.860787 cmd_parse_build_commands 0:2: Send the prefix key
1707317697.860789 cmd_parse_build_commands 0:3: C-b
1707317697.860791 cmd_parse_build_commands 0:4 0:0: send-prefix
1707317697.860799 cmd_parse_build_commands 0:0: send-prefix
1707317697.860805 args_parse: flags end at 1 of 1
1707317697.860813 cmd_parse_build_commands: send-prefix
1707317697.860817 args_parse: -N = Send the prefix key
1707317697.860820 args_parse: flags end at 3 of 5
1707317697.860824 args_parse: 3 = C-b (type 1)
1707317697.860828 args_parse: 4 = send-prefix (type 2)
1707317697.860836 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1707317697.860840 cmdq_get_command: [bind-key/0x1dbeb30] group 2
1707317697.860844 cmdq_append <global>: [bind-key/0x1dbeb30]
1707317697.860847 yylex_token: bind
1707317697.860849 yylex_token: -N
1707317697.860852 yylex_token: Rotate through the panes
1707317697.860855 yylex_token: C-o
1707317697.860858 yylex_token: rotate-window
1707317697.860860 cmd_parse_build_commands 0:0: bind
1707317697.860863 cmd_parse_build_commands 0:1: -N
1707317697.860866 cmd_parse_build_commands 0:2: Rotate through the panes
1707317697.860869 cmd_parse_build_commands 0:3: C-o
1707317697.860872 cmd_parse_build_commands 0:4 0:0: rotate-window
1707317697.860875 cmd_parse_build_commands 0:0: rotate-window
1707317697.860879 args_parse: flags end at 1 of 1
1707317697.860881 cmd_parse_build_commands: rotate-window
1707317697.860884 args_parse: -N = Rotate through the panes
1707317697.860886 args_parse: flags end at 3 of 5
1707317697.860888 args_parse: 3 = C-o (type 1)
1707317697.860891 args_parse: 4 = rotate-window (type 2)
1707317697.860895 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1707317697.860898 cmdq_get_command: [bind-key/0x1dbf7a0] group 10
1707317697.860900 cmdq_append <global>: [bind-key/0x1dbf7a0]
1707317697.860903 yylex_token: bind
1707317697.860905 yylex_token: -N
1707317697.860908 yylex_token: Suspend the current client
1707317697.860910 yylex_token: C-z
1707317697.860916 yylex_token: suspend-client
1707317697.860932 cmd_parse_build_commands 0:0: bind
1707317697.860934 cmd_parse_build_commands 0:1: -N
1707317697.860937 cmd_parse_build_commands 0:2: Suspend the current client
1707317697.860939 cmd_parse_build_commands 0:3: C-z
1707317697.860942 cmd_parse_build_commands 0:4 0:0: suspend-client
1707317697.860944 cmd_parse_build_commands 0:0: suspend-client
1707317697.860948 args_parse: flags end at 1 of 1
1707317697.860951 cmd_parse_build_commands: suspend-client
1707317697.860953 args_parse: -N = Suspend the current client
1707317697.860959 args_parse: flags end at 3 of 5
1707317697.860961 args_parse: 3 = C-z (type 1)
1707317697.860964 args_parse: 4 = suspend-client (type 2)
1707317697.860969 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1707317697.860972 cmdq_get_command: [bind-key/0x1dbf330] group 18
1707317697.860975 cmdq_append <global>: [bind-key/0x1dbf330]
1707317697.860977 yylex_token: bind
1707317697.860979 yylex_token: -N
1707317697.860982 yylex_token: Select next layout
1707317697.860984 yylex_token: Space
1707317697.860986 yylex_token: next-layout
1707317697.860989 cmd_parse_build_commands 0:0: bind
1707317697.860991 cmd_parse_build_commands 0:1: -N
1707317697.860994 cmd_parse_build_commands 0:2: Select next layout
1707317697.860996 cmd_parse_build_commands 0:3: Space
1707317697.860998 cmd_parse_build_commands 0:4 0:0: next-layout
1707317697.861001 cmd_parse_build_commands 0:0: next-layout
1707317697.861004 args_parse: flags end at 1 of 1
1707317697.861007 cmd_parse_build_commands: next-layout
1707317697.861009 args_parse: -N = Select next layout
1707317697.861012 args_parse: flags end at 3 of 5
1707317697.861015 args_parse: 3 = Space (type 1)
1707317697.861017 args_parse: 4 = next-layout (type 2)
1707317697.861022 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1707317697.861025 cmdq_get_command: [bind-key/0x1dbbfc0] group 26
1707317697.861028 cmdq_append <global>: [bind-key/0x1dbbfc0]
1707317697.861031 yylex_token: bind
1707317697.861033 yylex_token: -N
1707317697.861036 yylex_token: Break pane to a new window
1707317697.861039 yylex_token: !
1707317697.861042 yylex_token: break-pane
1707317697.861044 cmd_parse_build_commands 0:0: bind
1707317697.861047 cmd_parse_build_commands 0:1: -N
1707317697.861050 cmd_parse_build_commands 0:2: Break pane to a new window
1707317697.861052 cmd_parse_build_commands 0:3: !
1707317697.861057 cmd_parse_build_commands 0:4 0:0: break-pane
1707317697.861060 cmd_parse_build_commands 0:0: break-pane
1707317697.861062 args_parse: flags end at 1 of 1
1707317697.861065 cmd_parse_build_commands: break-pane
1707317697.861067 args_parse: -N = Break pane to a new window
1707317697.861070 args_parse: flags end at 3 of 5
1707317697.861072 args_parse: 3 = ! (type 1)
1707317697.861076 args_parse: 4 = break-pane (type 2)
1707317697.861080 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1707317697.861084 cmdq_get_command: [bind-key/0x1db9d90] group 34
1707317697.861086 cmdq_append <global>: [bind-key/0x1db9d90]
1707317697.861090 yylex_token: bind
1707317697.861092 yylex_token: -N
1707317697.861094 yylex_token: Split window vertically
1707317697.861097 yylex_token: "
1707317697.861100 yylex_token: split-window
1707317697.861102 cmd_parse_build_commands 0:0: bind
1707317697.861105 cmd_parse_build_commands 0:1: -N
1707317697.861107 cmd_parse_build_commands 0:2: Split window vertically
1707317697.861109 cmd_parse_build_commands 0:3: "
1707317697.861112 cmd_parse_build_commands 0:4 0:0: split-window
1707317697.861115 cmd_parse_build_commands 0:0: split-window
1707317697.861119 args_parse: flags end at 1 of 1
1707317697.861121 cmd_parse_build_commands: split-window
1707317697.861123 args_parse: -N = Split window vertically
1707317697.861126 args_parse: flags end at 3 of 5
1707317697.861129 args_parse: 3 = " (type 1)
1707317697.861132 args_parse: 4 = split-window (type 2)
1707317697.861136 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1707317697.861139 cmdq_get_command: [bind-key/0x1dbb540] group 42
1707317697.861141 cmdq_append <global>: [bind-key/0x1dbb540]
1707317697.861143 yylex_token: bind
1707317697.861146 yylex_token: -N
1707317697.861149 yylex_token: List all paste buffers
1707317697.861152 yylex_token: #
1707317697.861155 yylex_token: list-buffers
1707317697.861158 cmd_parse_build_commands 0:0: bind
1707317697.861160 cmd_parse_build_commands 0:1: -N
1707317697.861163 cmd_parse_build_commands 0:2: List all paste buffers
1707317697.861165 cmd_parse_build_commands 0:3: #
1707317697.861168 cmd_parse_build_commands 0:4 0:0: list-buffers
1707317697.861171 cmd_parse_build_commands 0:0: list-buffers
1707317697.861174 args_parse: flags end at 1 of 1
1707317697.861176 cmd_parse_build_commands: list-buffers
1707317697.861178 args_parse: -N = List all paste buffers
1707317697.861180 args_parse: flags end at 3 of 5
1707317697.861183 args_parse: 3 = # (type 1)
1707317697.861185 args_parse: 4 = list-buffers (type 2)
1707317697.861189 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1707317697.861193 cmdq_get_command: [bind-key/0x1db9710] group 50
1707317697.861195 cmdq_append <global>: [bind-key/0x1db9710]
1707317697.861197 yylex_token: bind
1707317697.861200 yylex_token: -N
1707317697.861203 yylex_token: Rename current session
1707317697.861205 yylex_token: $
1707317697.861208 yylex_token: command-prompt
1707317697.861210 yylex_token: -I#S
1707317697.861213 yylex_token: rename-session
1707317697.861215 yylex_token: --
1707317697.861218 yylex_token: %%
1707317697.861221 cmd_parse_build_commands 0:0: bind
1707317697.861223 cmd_parse_build_commands 0:1: -N
1707317697.861225 cmd_parse_build_commands 0:2: Rename current session
1707317697.861227 cmd_parse_build_commands 0:3: $
1707317697.861230 cmd_parse_build_commands 0:4 0:0: command-prompt
1707317697.861232 cmd_parse_build_commands 0:4 0:1: -I#S
1707317697.861235 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1707317697.861238 cmd_parse_build_commands 0:4 0:2 0:1: --
1707317697.861240 cmd_parse_build_commands 0:4 0:2 0:2: %%
1707317697.861243 cmd_parse_build_commands 0:0: command-prompt
1707317697.861245 cmd_parse_build_commands 0:1: -I#S
1707317697.861248 cmd_parse_build_commands 0:2 0:0: rename-session
1707317697.861250 cmd_parse_build_commands 0:2 0:1: --
1707317697.861253 cmd_parse_build_commands 0:2 0:2: %%
1707317697.861255 cmd_parse_build_commands 0:0: rename-session
1707317697.861260 cmd_parse_build_commands 0:1: --
1707317697.861262 cmd_parse_build_commands 0:2: %%
1707317697.861265 args_parse: flags end at 2 of 3
1707317697.861268 args_parse: 2 = %% (type 1)
1707317697.861271 cmd_parse_build_commands: rename-session "%%"
1707317697.861274 args_parse: -I = #S
1707317697.861276 args_parse: flags end at 2 of 3
1707317697.861279 args_parse: 2 = rename-session "%%" (type 2)
1707317697.861283 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1707317697.861286 args_parse: -N = Rename current session
1707317697.861288 args_parse: flags end at 3 of 5
1707317697.861291 args_parse: 3 = $ (type 1)
1707317697.861294 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type 2)
1707317697.861300 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1707317697.861306 cmdq_get_command: [bind-key/0x1dbbd80] group 58
1707317697.861309 cmdq_append <global>: [bind-key/0x1dbbd80]
1707317697.861311 yylex_token: bind
1707317697.861313 yylex_token: -N
1707317697.861316 yylex_token: Split window horizontally
1707317697.861319 yylex_get_word: %
1707317697.861321 yylex_token: split-window
1707317697.861324 yylex_token: -h
1707317697.861326 cmd_parse_build_commands 0:0: bind
1707317697.861329 cmd_parse_build_commands 0:1: -N
1707317697.861331 cmd_parse_build_commands 0:2: Split window horizontally
